Model,Corpus,MacroF1
RandomForest,Combined,0.6770939765693121
RandomForest,Combined,0.6978807870001198
RandomForest,Combined,0.7105116014016652
RandomForest,Combined,0.6700372448982881
RandomForest,Combined,0.7299645996604851
RandomForest,Combined,0.6922641239579669
RandomForest,Combined,0.6926761684318311
RandomForest,Combined,0.7144391932863234
RandomForest,Combined,0.6894890903057923
RandomForest,Combined,0.7220114499820722
RandomForest,Combined,0.6918407858324321
RandomForest,Combined,0.6985547936286555
RandomForest,Combined,0.6990056259945464
RandomForest,Combined,0.7010099405836471
RandomForest,Combined,0.6830097653507502
RandomForest,Combined,0.6759318691481628
RandomForest,Combined,0.6820847026732446
RandomForest,Combined,0.6977444819798762
RandomForest,Combined,0.6704376688976118
RandomForest,Combined,0.6918300600050242
RandomForest,Combined,0.7012892083143271
RandomForest,Combined,0.6883527164636941
RandomForest,Combined,0.7051402446863596
RandomForest,Combined,0.6930899573286716
RandomForest,Combined,0.6867675794497402
RandomForest,Combined,0.6924463121783836
RandomForest,Combined,0.6756102352166246
RandomForest,Combined,0.6709732271459904
RandomForest,Combined,0.6976363559081079
RandomForest,Combined,0.6925914780371027
RandomForest,Combined,0.689151933596551
RandomForest,Combined,0.6835705830954907
RandomForest,Combined,0.6765960151730684
RandomForest,Combined,0.6991091577466668
RandomForest,Combined,0.6385500899207013
RandomForest,Combined,0.67587318175968
RandomForest,Combined,0.6698675989662489
RandomForest,Combined,0.6847584703040378
RandomForest,Combined,0.6833994911081308
RandomForest,Combined,0.6758003521474972
RandomForest,Combined,0.7108244716708213
RandomForest,Combined,0.6953735887060769
RandomForest,Combined,0.7093875945144552
RandomForest,Combined,0.6994779158473076
RandomForest,Combined,0.6782031039670893
RandomForest,Combined,0.6908973370291932
RandomForest,Combined,0.7001135336129171
RandomForest,Combined,0.6732145512778366
RandomForest,Combined,0.6994670233442857
RandomForest,Combined,0.7105671927169711
RandomForest,Combined,0.6687756189637354
RandomForest,Combined,0.6934862419737445
RandomForest,Combined,0.6654172685898164
RandomForest,Combined,0.7056789634364575
RandomForest,Combined,0.6797041320069492
RandomForest,Combined,0.6903577885774478
RandomForest,Combined,0.6884482336009475
RandomForest,Combined,0.6861449338563218
RandomForest,Combined,0.7062668242652782
RandomForest,Combined,0.6663662226581799
RandomForest,Combined,0.6734522481792226
RandomForest,Combined,0.6846769412744663
RandomForest,Combined,0.6744151746541309
RandomForest,Combined,0.7019731596848172
RandomForest,Combined,0.697729215260663
RandomForest,Combined,0.68876348727899
RandomForest,Combined,0.678193507814474
RandomForest,Combined,0.6909393803781799
RandomForest,Combined,0.6848697834212221
RandomForest,Combined,0.7091846114252064
RandomForest,Combined,0.699814011594826
RandomForest,Combined,0.6693480476744194
RandomForest,Combined,0.6840170831072361
RandomForest,Combined,0.6745725246798532
RandomForest,Combined,0.6900188236952344
RandomForest,Combined,0.6830849870092
RandomForest,Combined,0.6836497603812972
RandomForest,Combined,0.6784946600526522
RandomForest,Combined,0.7066516111432914
RandomForest,Combined,0.7113347958726827
RandomForest,Combined,0.707851339790324
RandomForest,Combined,0.6719000858414914
RandomForest,Combined,0.6697410934537662
RandomForest,Combined,0.680512659602129
RandomForest,Combined,0.65876400918278
RandomForest,Combined,0.6797562853934362
RandomForest,Combined,0.690865844356742
RandomForest,Combined,0.7002368798259843
RandomForest,Combined,0.7068844237927063
RandomForest,Combined,0.6841162925028796
RandomForest,Combined,0.6782337313888962
RandomForest,Combined,0.6750125283019355
RandomForest,Combined,0.700761744336248
RandomForest,Combined,0.6843972603560436
RandomForest,Combined,0.6729627109632278
RandomForest,Combined,0.6699545126459475
RandomForest,Combined,0.6798164602588995
RandomForest,Combined,0.679489601919309
RandomForest,Combined,0.6906145428734031
RandomForest,Combined,0.6961711865215179
RandomForest,Combined,0.703067388180404
RandomForest,Combined,0.6628936858497892
RandomForest,Combined,0.6833183457095658
RandomForest,Combined,0.6653515312777442
RandomForest,Combined,0.702518154955191
RandomForest,Combined,0.6957622605327911
RandomForest,Combined,0.6851436048891661
RandomForest,Combined,0.6913972491115367
RandomForest,Combined,0.6923437498671897
RandomForest,Combined,0.7050048914212522
RandomForest,Combined,0.7078944096757123
RandomForest,Combined,0.713727539346554
RandomForest,Combined,0.7053537232160895
RandomForest,Combined,0.7035527813606375
RandomForest,Combined,0.7346272014320783
RandomForest,Combined,0.6786367393722308
RandomForest,Combined,0.6649597818880825
RandomForest,Combined,0.710086111954994
RandomForest,Combined,0.6753433790151068
RandomForest,Combined,0.6750703868722183
RandomForest,Combined,0.695358305761107
RandomForest,Combined,0.6889082974725517
RandomForest,Combined,0.701474868375338
RandomForest,Combined,0.7104071487849022
RandomForest,Combined,0.6704920882583179
RandomForest,Combined,0.6990897476324919
RandomForest,Combined,0.6994678279877078
RandomForest,Combined,0.6867322343875928
RandomForest,Combined,0.6855841945616623
RandomForest,Combined,0.690829536611315
RandomForest,Combined,0.6819092673634137
RandomForest,Combined,0.6911296047889862
RandomForest,Combined,0.7172635231060256
RandomForest,Combined,0.6972042063924162
RandomForest,Combined,0.7088747897334315
RandomForest,Combined,0.7010792107575298
RandomForest,Combined,0.6963251607511812
RandomForest,Combined,0.6805105618851061
RandomForest,Combined,0.6851316798845339
RandomForest,Combined,0.6865116464006322
RandomForest,Combined,0.7076415539335094
RandomForest,Combined,0.7032236833656115
RandomForest,Combined,0.6802054667345345
RandomForest,Combined,0.7087441410756677
RandomForest,Combined,0.7003978503999678
RandomForest,Combined,0.6758268349647658
RandomForest,Combined,0.6842589018083743
RandomForest,Combined,0.6843451194055753
RandomForest,Combined,0.680900612287469
RandomForest,Combined,0.6969958976159951
RandomForest,Combined,0.7156832628659459
RandomForest,Combined,0.6966906082272617
RandomForest,Combined,0.6953693883453902
RandomForest,Combined,0.6886926198923239
RandomForest,Combined,0.6921856667914668
RandomForest,Combined,0.6987417967480603
RandomForest,Combined,0.6876605359466454
RandomForest,Combined,0.7245580351772133
RandomForest,Combined,0.6981869446347663
RandomForest,Combined,0.6957489818188457
RandomForest,Combined,0.6842755983999187
RandomForest,Combined,0.6914329821857538
RandomForest,Combined,0.7029662536964952
RandomForest,Combined,0.6963119956489514
RandomForest,Combined,0.706645720430159
RandomForest,Combined,0.6883684298804645
RandomForest,Combined,0.692568380572436
RandomForest,Combined,0.6909798077091005
RandomForest,Combined,0.6788287803023862
RandomForest,Combined,0.7299508706693549
RandomForest,Combined,0.6578098663240134
RandomForest,Combined,0.695013906341897
RandomForest,Combined,0.681345195939346
RandomForest,Combined,0.7004141853371855
RandomForest,Combined,0.6916104336096535
RandomForest,Combined,0.6671615517148218
RandomForest,Combined,0.7102913704315333
RandomForest,Combined,0.6914880706799291
RandomForest,Combined,0.6923318440326007
RandomForest,Combined,0.688777882088816
RandomForest,Combined,0.6733640111298014
RandomForest,Combined,0.6893836526649498
RandomForest,Combined,0.6562331387653778
RandomForest,Combined,0.673975248949199
RandomForest,Combined,0.6512446944076251
RandomForest,Combined,0.7043022100463294
RandomForest,Combined,0.7004716689921665
RandomForest,Combined,0.6591034936471746
RandomForest,Combined,0.670952793296296
RandomForest,Combined,0.6806731139393756
RandomForest,Combined,0.704208153557946
RandomForest,Combined,0.6997986060890591
RandomForest,Combined,0.6902429845228895
RandomForest,Combined,0.6767261517478881
RandomForest,Combined,0.6814662841794754
RandomForest,Combined,0.7058642991392026
RandomForest,Combined,0.705455273798817
RandomForest,Combined,0.6865073933859398
RandomForest,Combined,0.6973993642979095
RandomForest,Combined,0.7005592991526692
RandomForest,Combined,0.6919015211857151
RandomForest,Combined,0.6996099027530933
RandomForest,Combined,0.6904159068076379
RandomForest,Combined,0.7175874651299546
RandomForest,Combined,0.676072728137324
RandomForest,Combined,0.69178532351699
RandomForest,Combined,0.6904908579547824
RandomForest,Combined,0.6985669149199322
RandomForest,Combined,0.6921841817263189
RandomForest,Combined,0.6998723124107612
RandomForest,Combined,0.7306884705361295
RandomForest,Combined,0.7109501239870043
RandomForest,Combined,0.6756011773938001
RandomForest,Combined,0.6898628216215074
RandomForest,Combined,0.6895942740234401
RandomForest,Combined,0.6870816132531324
RandomForest,Combined,0.6953770830574818
RandomForest,Combined,0.6962448167303447
RandomForest,Combined,0.6923846385373637
RandomForest,Combined,0.686295982044507
RandomForest,Combined,0.6899241841325496
RandomForest,Combined,0.6878639149146157
RandomForest,Combined,0.6984791220520062
RandomForest,Combined,0.7188063371413151
RandomForest,Combined,0.6718450022660161
RandomForest,Combined,0.6933618251774857
RandomForest,Combined,0.680618433474765
RandomForest,Combined,0.7048068024071384
RandomForest,Combined,0.6796370373481937
RandomForest,Combined,0.7107914917403517
RandomForest,Combined,0.6982681575463223
RandomForest,Combined,0.6867683366299986
RandomForest,Combined,0.6864483824044981
RandomForest,Combined,0.702266399154637
RandomForest,Combined,0.6825317451383132
RandomForest,Combined,0.7123363859029499
RandomForest,Combined,0.6793644896038975
RandomForest,Combined,0.6678381146735634
RandomForest,Combined,0.6816250729005833
RandomForest,Combined,0.7045306240515918
RandomForest,Combined,0.6678540984723261
RandomForest,Combined,0.6777550044184265
RandomForest,Combined,0.6897925067573925
RandomForest,Combined,0.6939152053474918
RandomForest,Combined,0.6686704079861533
RandomForest,Combined,0.707287314948876
RandomForest,Combined,0.672805237346255
RandomForest,Combined,0.7154537833868555
RandomForest,Combined,0.7149573523480456
RandomForest,Combined,0.6773845572072661
RandomForest,Combined,0.7058352632126424
RandomForest,Combined,0.7235075624995283
RandomForest,Combined,0.7188822381245942
RandomForest,Combined,0.7023710041942995
RandomForest,Combined,0.7176190009692368
RandomForest,Combined,0.6899563966747565
RandomForest,Combined,0.6865145482674985
RandomForest,Combined,0.6842430993830637
RandomForest,Combined,0.6999627544374566
RandomForest,Combined,0.7179939623731568
RandomForest,Combined,0.6890913354697723
RandomForest,Combined,0.6999806126858917
RandomForest,Combined,0.6757265271935413
RandomForest,Combined,0.704236094863525
RandomForest,Combined,0.6674621560926111
RandomForest,Combined,0.7076591490679223
RandomForest,Combined,0.679148746795429
RandomForest,Combined,0.6802652282925067
RandomForest,Combined,0.698808228905596
RandomForest,Combined,0.7098195118458284
RandomForest,Combined,0.6908183822082068
RandomForest,Combined,0.7192554557689474
RandomForest,Combined,0.6871535044982222
RandomForest,Combined,0.6812438098050504
RandomForest,Combined,0.6898181802535678
RandomForest,Combined,0.6845287791166047
RandomForest,Combined,0.6893439739130827
RandomForest,Combined,0.6924492760553337
RandomForest,Combined,0.682553441986549
RandomForest,Combined,0.6779744371269967
RandomForest,Combined,0.6855469524094823
RandomForest,Combined,0.6719063098386243
RandomForest,Combined,0.7030592130614842
RandomForest,Combined,0.697952469194819
RandomForest,Combined,0.6517577804314483
RandomForest,Combined,0.6784143078718926
RandomForest,Combined,0.7222062825582792
RandomForest,Combined,0.7042631090314531
RandomForest,Combined,0.7019995394801836
RandomForest,Combined,0.7028904516620716
RandomForest,Combined,0.6923871658528246
RandomForest,Combined,0.7051902856532203
RandomForest,Combined,0.7059827200565224
RandomForest,Combined,0.6917814061361061
RandomForest,Combined,0.6846384937798655
RandomForest,Combined,0.6985537230600295
RandomForest,Combined,0.6923540115430866
RandomForest,Combined,0.6882337516518483
RandomForest,Combined,0.6775929344578566
RandomForest,Combined,0.6900925820785334
RandomForest,Combined,0.689284935685896
RandomForest,Combined,0.7104360122519776
RandomForest,Combined,0.6837918956137351
RandomForest,Combined,0.6900911894690557
RandomForest,Combined,0.6885910334572768
RandomForest,Combined,0.7111294117981429
RandomForest,Combined,0.7031927587188097
RandomForest,Combined,0.7052850850971094
RandomForest,Combined,0.6579834686490028
RandomForest,Combined,0.6923636499303084
RandomForest,Combined,0.694184445096373
RandomForest,Combined,0.6703824937831416
RandomForest,Combined,0.7000695515935241
RandomForest,Combined,0.6998184722478363
RandomForest,Combined,0.7027284423140508
RandomForest,Combined,0.6973820694557142
RandomForest,Combined,0.6912252627266123
RandomForest,Combined,0.6997433808068626
RandomForest,Combined,0.6972931544397093
RandomForest,Combined,0.7140833785819819
RandomForest,Combined,0.701853976253841
RandomForest,Combined,0.725602459498581
RandomForest,Combined,0.6828699604016819
RandomForest,Combined,0.6921005407053638
RandomForest,Combined,0.7073275865758893
RandomForest,Combined,0.6897859683241577
RandomForest,Combined,0.7068406274257848
RandomForest,Combined,0.6972572554734608
RandomForest,Combined,0.6893613817662354
RandomForest,Combined,0.6907836775945952
RandomForest,Combined,0.7187997302534844
RandomForest,Combined,0.6907270490962008
RandomForest,Combined,0.6781432473951057
RandomForest,Combined,0.6992005416709004
RandomForest,Combined,0.6858388415488197
RandomForest,Combined,0.711511019835842
RandomForest,Combined,0.6917644685225224
RandomForest,Combined,0.6937542119656932
RandomForest,Combined,0.6902204099258997
RandomForest,Combined,0.6875539839146789
RandomForest,Combined,0.6954919547220731
RandomForest,Combined,0.6740736009258554
RandomForest,Combined,0.6959255867260307
RandomForest,Combined,0.6966354947102442
RandomForest,Combined,0.6848427071241007
RandomForest,Combined,0.7042037658979479
RandomForest,Combined,0.6799125983941848
RandomForest,Combined,0.664029043501574
RandomForest,Combined,0.6691288370049198
RandomForest,Combined,0.6735349450618653
RandomForest,Combined,0.6973736834126929
RandomForest,Combined,0.6928527711797828
RandomForest,Combined,0.685272100017333
RandomForest,Combined,0.6950403024030072
RandomForest,Combined,0.6694888022260436
RandomForest,Combined,0.7097639464584129
RandomForest,Combined,0.6782370185145254
RandomForest,Combined,0.6860451852421011
RandomForest,Combined,0.7088617093666042
RandomForest,Combined,0.6737931865145529
RandomForest,Combined,0.7018008587469559
RandomForest,Combined,0.6980660889031718
RandomForest,Combined,0.6667968869034514
RandomForest,Combined,0.7076332305894485
RandomForest,Combined,0.6955111128144726
RandomForest,Combined,0.7143965928853059
RandomForest,Combined,0.7263289778176815
RandomForest,Combined,0.6976436087493239
RandomForest,Combined,0.7042247248168317
RandomForest,Combined,0.6937418809277413
RandomForest,Combined,0.7052000933467844
RandomForest,Combined,0.7006853580835424
RandomForest,Combined,0.6972582824691319
RandomForest,Combined,0.6888893560043046
RandomForest,Combined,0.6815978428676711
RandomForest,Combined,0.697770979985762
RandomForest,Combined,0.6865915072837923
RandomForest,Combined,0.6957515616763137
RandomForest,Combined,0.7135091014055984
RandomForest,Combined,0.6790665522292627
RandomForest,Combined,0.6675854146241982
RandomForest,Combined,0.7141846655930026
RandomForest,Combined,0.6625708797975849
RandomForest,Combined,0.6981763725358617
RandomForest,Combined,0.6967375095441901
RandomForest,Combined,0.6936680809404696
RandomForest,Combined,0.7064385799297277
RandomForest,Combined,0.6873294931587154
RandomForest,Combined,0.6933025618120346
RandomForest,Combined,0.6701412637290902
RandomForest,Combined,0.6622794267946039
RandomForest,Combined,0.6892982437221303
RandomForest,Combined,0.6946902633243313
RandomForest,Combined,0.6859033792152234
RandomForest,Combined,0.6932662043817798
RandomForest,Combined,0.6882228755212134
RandomForest,Combined,0.6925366879716793
RandomForest,Combined,0.6805041277568926
RandomForest,Combined,0.7019540298387846
RandomForest,Combined,0.7001874068004996
RandomForest,Combined,0.684447321874661
RandomForest,Combined,0.6865531630086082
RandomForest,Combined,0.6994613258019932
RandomForest,Combined,0.6923120824041741
RandomForest,Combined,0.697819192838184
RandomForest,Combined,0.7085331661550269
RandomForest,Combined,0.6866290386269757
RandomForest,Combined,0.6861537027025347
RandomForest,Combined,0.6813332564189915
RandomForest,Combined,0.7006021846197991
RandomForest,Combined,0.6919174520850341
RandomForest,Combined,0.6807229025205705
RandomForest,Combined,0.6681902111902874
RandomForest,Combined,0.6974889164614962
RandomForest,Combined,0.6704808934072715
RandomForest,Combined,0.6892692956140487
RandomForest,Combined,0.684392154931938
RandomForest,Combined,0.6784384332041006
RandomForest,Combined,0.7186162215264165
RandomForest,Combined,0.6913793244028889
RandomForest,Combined,0.7153430883204014
RandomForest,Combined,0.7109079248174479
RandomForest,Combined,0.7145160590488709
RandomForest,Combined,0.6577989158041299
RandomForest,Combined,0.6956307685168206
RandomForest,Combined,0.6806809962784941
RandomForest,Combined,0.6908246785668223
RandomForest,Combined,0.6773616694537605
RandomForest,Combined,0.6861255747806532
RandomForest,Combined,0.6887448989176239
RandomForest,Combined,0.6776088880402215
RandomForest,Combined,0.7066390843609679
RandomForest,Combined,0.7122169404091929
RandomForest,Combined,0.6821655036474478
RandomForest,Combined,0.6921443345007174
RandomForest,Combined,0.7238159953845237
RandomForest,Combined,0.6770576487137839
RandomForest,Combined,0.6621505443981432
RandomForest,Combined,0.6912563295689373
RandomForest,Combined,0.6847343645361623
RandomForest,Combined,0.6384826989400503
RandomForest,Combined,0.683811215416023
RandomForest,Combined,0.6681575625166389
RandomForest,Combined,0.6939380686727619
RandomForest,Combined,0.6713660458451732
RandomForest,Combined,0.6820612341423051
RandomForest,Combined,0.7021966422834246
RandomForest,Combined,0.6877944980960584
RandomForest,Combined,0.660940910481216
RandomForest,Combined,0.6918939667933904
RandomForest,Combined,0.6955844523472949
RandomForest,Combined,0.7125475650774028
RandomForest,Combined,0.677871318268875
RandomForest,Combined,0.7161346593098146
RandomForest,Combined,0.6824920907226637
RandomForest,Combined,0.7132767842136343
RandomForest,Combined,0.6719342362141747
RandomForest,Combined,0.710800495909603
RandomForest,Combined,0.7121845625513082
RandomForest,Combined,0.6856265769634018
RandomForest,Combined,0.6792068401714267
RandomForest,Combined,0.6797639441871935
RandomForest,Combined,0.6952786382742252
RandomForest,Combined,0.704855713210498
RandomForest,Combined,0.6997169520155168
RandomForest,Combined,0.7064636865037742
RandomForest,Combined,0.6993519831795277
RandomForest,Combined,0.6873329973160849
RandomForest,Combined,0.6606240434860545
RandomForest,Combined,0.6758959801169224
RandomForest,Combined,0.6944598614184498
RandomForest,Combined,0.7164775962511878
RandomForest,Combined,0.6583659837243253
RandomForest,Combined,0.7060400404497533
RandomForest,Combined,0.7046497974540494
RandomForest,Combined,0.7037456299707616
RandomForest,Combined,0.6967307026191285
RandomForest,Combined,0.7169157895180038
RandomForest,Combined,0.6758135645110493
RandomForest,Combined,0.663990588256243
RandomForest,Combined,0.6936589087325046
RandomForest,Combined,0.6812163002407308
RandomForest,Combined,0.6893454893844053
RandomForest,Combined,0.6835243522951645
RandomForest,Combined,0.6893546545356483
RandomForest,Combined,0.6950206720071365
RandomForest,Combined,0.704774054549874
RandomForest,Combined,0.6905313303837969
RandomForest,Combined,0.707744684812955
RandomForest,Combined,0.6865987077299265
RandomForest,Combined,0.6967772769496658
RandomForest,Combined,0.6770435976721679
RandomForest,Combined,0.6813947939517686
RandomForest,Combined,0.6908564856717918
RandomForest,Combined,0.6950374548361339
RandomForest,Combined,0.677912818923359
